sent_id,text,begin_offset,end_offset,citation_url,date,country,doc_url
aea72c78-d183-11ea-a597-b9c421b787e1_173,"On March 23, New York Governor Andrew Cuomo announced a plan to use convalescent antibody-rich blood plasma, as a stopgap measure for the disease.",21808,21954,https://www.nature.com/articles/d41586-020-00895-8,2020-03-23,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_174,"On March 24, Dr. Deborah Birx, the White House coronavirus response coordinator, advised people who had left New York City to self-quarantine for 14 days.",21955,22109,https://www.foxnews.com/politics/white-house-coronavirus-taskforce-advises-people-whove-left-nyc-to-quarantine-for-14-days,2020-03-24,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_175,"On March 29, CBS News reporter Maria Mercader, a New York City resident, died from a COVID-19 related illness.",22110,22221,https://www.usatoday.com/story/entertainment/tv/2020/03/29/coronavirus-cbs-news-maria-mercader-dies-covid-19-age-54/2936246001/,2020-03-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_176,"On March 25, 2020, Cuomo and the New York State Department of Health issued an advisory requiring the admission of patients to nursing homes who test positive for the coronavirus and barred testing prospective nursing home patients.",22221,22453,,2020-03-25,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_177,This order was revoked on May 10 after widespread criticism from medical experts.,22454,22535,,2020-05-10,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_178,"Over 6,000 New York state nursing home residents have died of COVID as of June 2020.  ",22536,22622,https://auburnpub.com/news/local/govt-and-politics/cuomo-nobodys-to-blame-for-ny-nursing-home-covid-19-deaths/article_0ccf622b-2ad8-5d4b-bad4-62d0b53cc86e.html,2020-06-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_179,"Governor Andrew Cuomo later claimed that his government only followed CDC and CMS guidelines from March 13 offering this ""edited"" quote ""Nursing homes should admit any individuals from hospitals where Covid is present."" ",22622,22844,https://www.cms.gov/files/document/3-13-2020-nursing-home-guidance-covid-19.pdf#page|https://www.wgrz.com/article/news/health/coronavirus/cuomo-administration-says-its-nursing-home-policy-was-based-on-federal-guidelines-covid-19-coronavirus/71-e7bd43cf-41b9-4b12-aed6-36a0947d74f1|https://www.cnn.com/2020/05/23/politics/cuomo-new-york-nursing-homes-coronavirus-patients/index.html,2020-03-13,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_180,"On March 26, Trump announced that USNS ""Comfort"" would head up to New York City to assist local hospitals.",22844,22950,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_181,The ship departed on March 28 and arrived at Pier 90 of the Manhattan Cruise Terminal on March 30.,22951,23049,https://www.nydailynews.com/coronavirus/ny-coronavirus-20200326-jc7et7zepfhjnj323fcohph5va-story.html,2020-03-28,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_182,"On March 27, the United States, with a confirmed 111,980 cases, surpassed Italy and China to become the country with the most coronavirus COVID-19 cases in the world; more than 52,000 of these cases were reported in New York State alone.",23050,23287,https://www.cnn.com/interactive/2020/health/coronavirus-us-maps-and-cases,2020-03-27,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_183,"On that same day, Governor Cuomo announced all schools statewide would remain further closed until at least April 15.",23288,23407,https://www.governor.ny.gov/news/no-20211-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_184,"On March 28, Cuomo announced that New York State's 2020 Democratic Primary, originally scheduled for April 28, would be postponed until June 23; a month later it was canceled as ""essentially a beauty contest the state can no longer afford"", angering supporters of Bernie Sanders, who although he had ended his campaign and endorsed putative Democratic nominee Joe Biden, still sought to gain influence over the party's platform by boosting Sanders' delegate count.",23407,23873,https://www.nytimes.com/2020/03/28/us/politics/ny-primary-voting-coronavirus.html|https://www.nytimes.com/2020/04/27/nyregion/coronavirus-new-york-update.html,2020-03-28,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_185,"President Trump said that he was considering imposing an ""enforceable"" quarantine on New York.",23873,23967,,2020-03-28,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_186,"He later announced: ""On the recommendation of the White House CoronaVirus Task Force, and upon consultation with the Governor's of New York, New Jersey and Connecticut, I have asked the @CDCgov to issue a strong Travel Advisory, to be administered by the Governors, in consultation with the Federal Government.",23968,24278,,2020-03-28,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_187,"A quarantine will not be necessary.""",24279,24315,https://eu.usatoday.com/story/news/politics/2020/03/28/coronavirus-gov-andrew-cuomo-rips-possible-new-york-travel-ban/2934494001/,2020-03-28,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_188,"Governor Cuomo threatened Rhode Island Governor Gina Raimondo with a lawsuit over a new state quarantine policy, which would make sure people from New York would self-quarantine for 14 days upon arrival in Rhode Island.",24316,24535,https://thehill.com/homenews/state-watch/490019-cuomo-threatens-to-sue-ri-over-new-coronavirus-policy-targeting-ny,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_189,"On March 29, Raimondo repealed the order that specifically referred to New Yorkers, and broadened it to include any out-of-state traveler entering Rhode Island with intent to stay.",24536,24718,https://www.wpri.com/health/coronavirus/march-29-ri-coronavirus-update/,2020-03-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_190,Cuomo also on March 28 ordered all nonessential construction sites in the state to shut down.,24718,24811,,2020-03-28,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_191,This led the developers of the Legoland park under construction in Goshen to postpone their planned July 4 opening date until 2021.,24812,24943,,2020-07-04,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_192,"A specific date was not set, but Orange County's director of tourism expected it would probably be the normal April opening date.",24944,25075,https://www.recordonline.com/news/20200331/legoland-delays-opening-of-goshen-theme-park-until-2021,2020-04-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_193,"In March 2020, the U.S. Army dispatched soldiers from Army Corps of Engineers field hospitals in Fort Campbell, Kentucky, and Fort Hood, Texas, to New York City to convert New York City's Javits Convention Center into a 2,910-bed civilian medical hospital.",25075,25331,https://www.militarytimes.com/news/your-military/2020/03/27/the-army-corps-of-engineers-has-two-or-three-weeks-to-get-thousands-of-new-hospital-beds-up-and-running/,2020-03-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_194,More medical hospitals will be set up by these Army officers in New York City as well.,25332,25418,,2020-03-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_195,"On March 30, the U.S. Navy medical ship ""USNS Comfort"" arrived in New York City to assist with non-COVID operations, relieving land hospitals to stop the city's growing COVID-19 pandemic.",25419,25606,https://www.nbcnewyork.com/news/local/usns-comfort-arrives-in-nyc-monday-to-help-hospital-with-non-coronavirus-patients/2350317/,2020-03-30,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_196,It was later announced that field hospitals would be set up in Central Park and at the Billie Jean King National Tennis Center in Queens.,25607,25744,https://www.npr.org/sections/coronavirus-live-updates/2020/03/30/824300407/central-park-and-home-of-tennis-us-open-to-house-hospital-beds-for-new-york,2020-03-30,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_197,"On March 31, it was revealed that Andrew Cuomo's brother Chris, a New York City resident and CNN journalist, had been diagnosed with COVID-19, and that New York City saw its first COVID-19-related death of a child.",25745,25961,https://www.cnn.com/2020/03/31/media/chris-cuomo-coronavirus/index.html,2020-03-31,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_198,Section::::April.,25961,25979,,2020-03-31,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_199,"On April 3, the National Rifle Association sued Cuomo over his March 20 executive order closing gun shops, asserting it was unconstitutional.",25979,26120,,2020-04-03,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_200,"NRA Sues New York State Governor Over Closure of Gun Stores by Erik Larson, Bloomberg, 3 Apr 2020",26120,26219,,2020-04-03,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_201,"On April 4, Cuomo likened the rapid spread of cases on Long Island to ""a fire spreading"", lowering the city's share of statewide cases from 75 percent to 65.",26219,26376,https://www.nytimes.com/2020/04/04/nyregion/coronavirus-new-york-update.html#link-696ea085,2020-04-04,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_202,"Two days later, he extended the state's stay-at-home order and school closures to April 29.",26377,26468,,2020-04-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_203,"The state's death rate appeared to be leveling off, as well as new hospitalizations, and the rate of new cases was remaining steady, suggesting the state was reaching an apex, but he did not think it was safe yet to loosen restrictions.",26469,26707,https://www.recordonline.com/news/20200406/new-york-will-keep-businesses-schools-closed-through-april-29,2020-04-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_204,"The same day, the Board of Regents of the University of the State of New York, which oversees education in the state, announced it would cancel the June Regents exams administered in secondary schools.",26707,26908,https://www.recordonline.com/news/20200406/coronavirus-june-regents-exams-will-be-canceled,2020-06-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_205,"It later clarified that students who were scheduled to take the exam do not have to make it up as long as they complete all other elements of the classes in question by June, or in summer school.",26909,27104,,2020-06-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_206,Students who had been set to take the exam in order to make up for a previous failure were also exempt.,27105,27210,https://www.recordonline.com/news/20200407/coronavirus-students-will-not-have-to-make-up-canceled-june-regents-exams,2020-06-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_207,"On April 9, it was clarified that some businesses were essential in whole or part:",27210,27293,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_208,BULLET::::-,27293,27304,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_209,"Emergency chiropractic services,",27305,27338,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_210,BULLET::::-,27338,27349,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_211,"occupational and physical therapy, when prescribed;",27350,27402,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_212,BULLET::::-,27402,27413,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_213,"Landscaping, done for maintenance and pest control, but not cosmetically;",27414,27488,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_214,BULLET::::-,27488,27499,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_215,"Designing, printing, publishing and signage, to the extent that those activities support essential businesses;",27500,27611,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_216,BULLET::::-,27611,27622,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_217,"and remote streaming of classes from schools or fitness centers, providing no one attends those classes in person.",27623,27739,https://www.recordonline.com/news/20200409/state-shutters-golf-courses-boat-launches,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_218,Cuomo had in the interim ordered some symbolic gestures of remembrance and support.,27739,27822,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_219,All flags at state government buildings are to be flown at half-staff for the duration of the stay-at-home order in memory of the New Yorkers who have died of COVID-19.,27823,27991,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_220,"On April 9, the Kosciuszko and Tappan Zee bridges were lit in blue, along with the spire of One World Trade Center and parking garages at La Guardia Airport, to honor the health care workers treating patients at risk of their own health and lives.",27992,28241,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-directs-flags-be-flown-half-mast-honor-those-we,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_221,The governor also directed the state Department of Labor to make $600 extra available in unemployment benefits to New Yorkers.,28241,28367,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_222,"The federal CARES Act had authorized federal funds for the states to supplement their unemployment benefits, but they had not been disbursed to the states yet, and Cuomo wanted New Yorkers to have that money as soon as possible.",28368,28596,,2020-04-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_223,"Benefits will also be extended another 13 weeks, to a total of 39.",28597,28665,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_224,"On April 15, Cuomo signed an executive order requiring all New York State residents to wear face masks or coverings in public places where social distancing is not possible.",28665,28840,https://www.foxnews.com/politics/cuomo-signs-executive-order-requiring-all-new-yorkers-wear-face-masks-coverings-in-public-amid-coronavirus,2020-04-15,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_225,"On April 16, New York Governor Cuomo extended the state's stay-at-home order and school closures through May 15, amid signs of the rate of hospitalizations slowly declining.",28840,29013,,2020-04-16,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_226,He warned that any change in behavior could reignite the spread of coronavirus.,29014,29095,https://www.yahoo.com/entertainment/york-extend-stay-home-order-163616750.html,2020-04-16,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_227,Cuomo announced April 22 that the state would be starting a contact tracing program in coordination with New Jersey and Connecticut as a preliminary step to any loosening of the stay-at-home order.,29095,29292,,2020-04-22,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_228,"The Johns Hopkins Bloomberg School of Public Health will develop an online curriculum that will be used to train 35,000 students in medicine and related fields at the SUNY and City University of New York schools.",29293,29505,,2020-04-22,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_229,"Michael Bloomberg, former New York City mayor, has contributed $10.5 million to make the program possible.",29506,29612,https://www.recordonline.com/news/20200422/new-york-will-start-regional-contact-tracing-to-fight-coronavirus-heres-what-that-means,2020-04-22,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_230,"Near the end of April, a disability rights group sued the governor for not providing live Sign language interpreters in the television broadcast feed of the daily briefings.",29613,29788,https://buffalonews.com/news/local/cuomo-sued-over-restricted-sign-language-interpreters-for-covid-briefings/article_1a97c881-7d30-58bd-b166-57cc4c63363f.html,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_231,Section::::May.,29788,29804,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_232,"On May 1, Cuomo said that all schools and universities would remain closed for the remainder of the academic year.",29804,29918,,2020-05-01,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_233,"He cited the difficulty of maintaining social distancing among young children in elementary school in particular, and was not even sure that schools could return to completely normal procedures by September.",29919,30128,https://www.nytimes.com/2020/05/01/nyregion/coronavirus-new-york-update.html,2020-09-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_234,"On May 4, Erie County Executive Mark Poloncarz said that unlike most other New York counties, Erie County was not ready to reopen on May 15 when Governor Cuomo's stay-at-home order is set to expire.",30128,30328,https://buffalonews.com/2020/05/04/erie-county-covid-19-hospitalizations-back-on-the-decline/,2020-05-04,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_235,"On May 7, Cuomo extended his authority for his PAUSE order to June 6, but would be allowing counties to begin opening up as early as May 15 if they met a set of qualifications.",30328,30506,https://www.nbcnewyork.com/news/local/ny-pause-order-extended-to-june-6-new-covid-19-hospitalizations-lowest-since-mid-march/2409781/,2020-05-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_236,All phases of reopening require New Yorkers to adhere to social distancing guidelines and wear masks or face coverings when social distancing is not possible.,30506,30666,https://www.nytimes.com/article/new-york-phase-reopening.html,2020-05-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_237,"On May 14, Cuomo issued an executive order to extend the PAUSE order through May 28 for New York City and other regions that have not yet met the state's requirements to begin Phase 1 of reopening.",30666,30863,,2020-05-14,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_238,"This same day, the state of emergency for the entire state was extended to June 13.",30864,30949,,2020-06-13,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_239,"On May 15, five regions, Finger Lakes, Mohawk Valley, Southern Tier, North Country, and Central New York, were allowed to begin Phase 1 of the reopening plan.",30949,31109,,2020-05-15,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_240,"Also on May 15, Cuomo allowed the following businesses and activities for the entire state regardless of meeting the qualifications to begin Phase 1: drive-in theaters, landscaping and gardening, and low-risk recreational activities such as tennis.",31109,31359,,2020-05-15,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_241,"On May 19, Cuomo allowed Western New York to begin Phase 1 of reopening.",31359,31433,https://www.wivb.com/news/new-york/wny-can-begin-reopening-on-tuesday/,2020-05-19,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_242,"On May 20, Cuomo allowed the Capital Region to begin Phase 1 of reopening.",31433,31509,,2020-05-20,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_243,"On May 23, Cuomo modified an executive order to allow gatherings of up to 10 people as long as social distancing is practiced.",31509,31637,https://thehill.com/homenews/499273-new-york-eases-restrictions-allowing-gatherings-of-up-to-10-people,2020-05-23,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_244,"On May 26, the Hudson Valley region began Phase 1 of reopening, followed by Long Island on May 27.",31637,31737,,2020-05-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_245,Section::::June.,31737,31754,,2020-05-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_246,"On June 8, the New York City region partially reopened with Phase 1 after meeting seven conditions of the PAUSE order, which had been put in place three months earlier.",31754,31924,https://www.nytimes.com/2020/06/07/nyregion/new-york-reopening-coronavirus.html,2020-06-08,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_247,"On June 15, Cuomo announced that regions upon entry of Phase 3 will be allowed non-essential gatherings of up to 25 people.",31924,32049,https://www.governor.ny.gov/news/governor-cuomo-announces-gatherings-25-people-will-be-allowed-phase-three-reopening-0,2020-06-15,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_248,"On June 17, Cuomo announced that New York City is on track to enter Phase 2 of reopening on June 22.",32049,32151,https://www.nbcnewyork.com/news/local/apples-flagship-finally-reopens-in-nyc-as-gyms-movie-theaters-and-more-open-in-connecticut/2468202/,2020-06-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_249,"On June 19, Cuomo gave his final daily coronavirus briefing, saying ""We have done the impossible.""",32151,32249,https://www.cbsnews.com/news/andrew-cuomo-new-yorkers-united-coronavirus-pandemic-crisis/,2020-06-19,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_250,He said he will continue to hold press conferences and monitor the situation as needed.,32250,32339,,2020-06-19,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_251,"On June 24, New York, along with New Jersey and Connecticut, began requiring travelers to self-quarantine for 14 days if traveling from an area with high infection rates.",32339,32511,https://www.cnbc.com/2020/06/24/new-york-new-jersey-and-connecticut-impose-14-day-quarantine-on-travelers-from-coronavirus-hotspot-states.html,2020-06-24,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_252,Section::::July.,32511,32528,,2020-06-24,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_253,"On July 10, malls were allowed to open at 25 percent capacity for regions in Phase 4 with masks required at all times.",32528,32648,https://www.wgrz.com/article/news/local/some-nys-malls-reopening-on-friday/71-69068a60-8d14-4c64-894e-cfcd453a0f47,2020-07-10,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_254,"On July 13, Cuomo announced criteria for reopening schools.",32648,32707,,2020-07-13,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_255,"Whether a school will be allowed to reopen will be based on average 14-day infection rate, and phase for its region.",32708,32824,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
